pages_visited,time_spent,scroll_depth,category_match,intent_score,comparison_count,product_views,intent_velocity,reread_score,engagement_depth,hover_rate,max_scroll_depth,category_affinity_strength,clicked
9,79,0.53,0,0.55,0,4,0.283,0.88,0.81,4.6,0.63,0.19,0
13,352,0.96,0,0.61,3,4,0.245,0.48,0.26,3.06,1.0,0.14,0
6,533,0.56,0,0.52,2,1,0.015,0.4,0.75,2.74,0.77,0.1,0
5,192,0.95,1,0.55,1,3,0.195,0.23,0.24,2.12,1.0,0.88,1
13,114,0.16,0,0.54,5,3,0.146,0.76,0.54,0.34,0.18,0.12,0
15,593,0.88,1,0.6,4,2,0.059,0.75,0.13,4.21,1.0,0.96,1
14,183,0.48,0,0.59,4,3,0.026,0.01,0.67,3.04,0.52,0.07,1
5,247,0.31,0,0.38,2,2,-0.026,0.42,0.42,6.02,0.6,0.06,1
10,239,0.82,0,0.42,1,4,0.073,0.38,0.15,7.67,1.0,0.16,0
15,534,0.56,0,0.48,3,2,0.0,0.86,0.05,0.79,0.65,0.04,0
2,465,0.76,0,0.45,1,2,0.123,0.81,0.34,3.29,0.84,0.19,0
11,556,0.22,0,0.57,2,2,0.169,0.49,0.74,7.12,0.45,0.06,1
3,350,0.45,0,0.4,3,0,-0.068,0.34,0.31,5.22,0.63,0.12,0
13,376,0.76,0,0.49,3,3,-0.033,0.85,0.13,1.88,0.92,0.14,0
2,102,0.11,0,0.41,2,0,-0.089,0.4,0.76,0.67,0.37,0.03,0
5,239,0.29,0,0.46,5,1,-0.047,0.84,0.03,5.31,0.38,0.09,0
9,460,0.18,0,0.56,4,1,0.136,0.46,0.75,7.02,0.46,0.13,0
8,557,0.27,0,0.37,2,2,0.065,0.16,0.01,4.19,0.3,0.06,0
8,493,0.33,0,0.41,2,4,-0.008,0.01,0.37,3.29,0.56,0.08,0
7,392,0.26,1,0.62,5,1,0.107,0.8,0.61,5.55,0.28,0.75,1
4,75,0.22,0,0.38,3,4,0.081,0.7,0.49,2.57,0.31,0.19,0
5,280,0.17,0,0.34,0,1,-0.064,0.01,0.22,3.36,0.3,0.09,0
14,154,0.1,1,0.62,0,4,0.088,0.19,0.84,6.54,0.33,0.98,1
8,258,0.75,0,0.62,3,5,0.208,0.52,0.98,3.78,0.76,0.19,0
12,567,0.54,0,0.67,5,2,-0.021,0.89,0.86,1.74,0.62,0.13,1
5,127,0.43,0,0.38,0,4,0.213,0.48,0.6,2.97,0.5,0.03,0
15,66,0.11,0,0.42,5,4,0.217,0.13,0.23,7.85,0.3,0.16,1
12,391,0.39,0,0.49,0,3,0.183,0.56,0.54,3.92,0.43,0.11,0
14,572,0.2,0,0.59,3,2,0.228,0.54,0.45,6.21,0.36,0.15,0
6,249,0.35,1,0.6,4,3,-0.024,0.68,0.77,1.23,0.37,0.59,1
11,73,0.09,0,0.32,1,0,-0.019,0.49,0.1,4.57,0.37,0.1,0
1,380,0.26,0,0.52,0,0,0.162,0.93,0.83,3.74,0.48,0.07,0
14,382,0.8,0,0.71,4,2,0.112,0.73,0.83,0.62,0.82,0.02,0
4,202,0.55,0,0.4,1,4,0.2,0.42,0.11,5.11,0.62,0.09,0
3,189,0.57,0,0.49,1,3,0.273,0.9,0.55,7.97,0.72,0.15,0
10,251,0.58,0,0.62,4,5,0.002,0.96,0.45,3.18,0.64,0.2,0
15,314,0.06,1,0.66,1,2,-0.091,0.82,0.69,2.21,0.36,0.69,1
1,476,0.39,0,0.33,1,0,-0.007,0.81,0.09,3.2,0.43,0.02,0
8,595,0.83,1,0.67,5,2,-0.085,0.81,0.38,6.24,0.86,0.92,0
2,237,0.76,1,0.43,0,2,0.211,0.38,0.3,0.33,1.0,0.4,1
1,407,0.97,0,0.42,0,0,0.073,0.79,0.15,2.69,1.0,0.15,0
7,518,0.46,0,0.49,1,3,0.124,0.49,0.65,1.57,0.67,0.1,1
7,336,0.7,0,0.41,0,5,0.065,0.37,0.19,2.76,0.87,0.15,0
14,457,0.64,0,0.57,1,1,0.174,0.16,0.73,0.69,0.77,0.05,1
14,299,0.06,0,0.34,0,2,0.08,0.02,0.21,4.3,0.27,0.1,0
12,149,0.71,0,0.45,3,4,0.262,0.53,0.26,0.48,0.91,0.12,0
1,73,0.42,0,0.37,1,0,-0.092,0.87,0.65,1.85,0.5,0.2,0
14,549,0.13,0,0.42,3,4,0.271,0.02,0.25,4.24,0.19,0.08,0
6,368,0.64,0,0.6,4,2,0.225,0.63,0.88,7.12,0.71,0.19,1
7,145,0.13,0,0.47,5,4,0.249,0.69,0.42,4.58,0.24,0.18,0
4,146,0.6,0,0.51,1,1,0.024,0.71,0.52,1.08,0.81,0.19,0
9,550,0.95,0,0.71,2,1,0.191,0.77,0.88,3.31,0.99,0.09,0
15,285,0.19,0,0.52,1,1,-0.09,0.99,0.62,4.84,0.25,0.12,1
2,493,0.18,1,0.4,1,2,0.16,0.18,0.39,3.79,0.43,0.46,0
15,281,0.95,0,0.72,5,1,0.203,0.07,0.93,7.89,1.0,0.14,0
7,419,0.79,0,0.68,3,5,0.025,0.61,0.74,4.75,0.97,0.18,0
8,472,0.84,0,0.48,1,4,0.115,0.98,0.04,3.1,0.85,0.04,0
13,297,0.49,0,0.52,4,0,0.176,0.9,0.46,5.17,0.62,0.1,0
15,564,0.18,0,0.59,3,0,-0.028,0.59,0.71,1.62,0.3,0.05,0
13,172,0.73,1,0.59,0,5,0.08,0.36,0.52,3.07,0.77,0.96,1
13,179,0.92,1,0.74,5,1,-0.035,0.14,0.77,0.41,1.0,0.81,1
3,125,0.9,0,0.44,0,2,-0.095,0.5,0.5,6.46,1.0,0.05,0
7,457,0.13,1,0.55,1,4,0.011,0.63,0.82,1.66,0.31,0.34,1
1,596,0.85,1,0.51,0,0,-0.056,0.99,0.16,2.28,0.94,0.79,0
8,597,0.39,0,0.36,2,2,0.047,0.38,0.07,3.42,0.4,0.06,0
5,342,0.55,0,0.55,5,1,0.145,0.11,0.73,5.03,0.71,0.14,0
12,299,0.46,0,0.64,2,4,0.13,0.62,0.93,4.91,0.71,0.15,0
15,243,0.72,0,0.42,0,0,-0.09,0.63,0.12,6.78,1.0,0.08,0
11,222,0.06,1,0.5,2,2,0.216,0.31,0.51,2.59,0.12,0.78,1
10,34,0.84,0,0.45,2,5,0.092,0.47,0.04,1.09,0.9,0.09,0
8,428,0.93,0,0.66,4,2,0.126,0.68,0.56,0.15,0.95,0.07,0
2,157,0.32,0,0.37,1,2,0.114,0.17,0.61,1.5,0.33,0.14,1
7,93,0.52,0,0.3,3,2,-0.014,0.3,0.11,6.28,0.59,0.09,0
9,162,0.23,0,0.53,5,4,0.024,0.33,0.77,0.79,0.51,0.2,1
7,539,0.16,0,0.51,0,5,0.239,0.87,0.33,7.11,0.25,0.15,1
13,324,0.66,0,0.53,1,1,0.015,0.53,0.77,5.37,0.72,0.03,0
9,531,0.15,0,0.66,4,2,0.008,0.94,0.8,4.59,0.31,0.06,0
1,138,0.08,0,0.31,0,0,0.053,0.09,0.39,5.64,0.35,0.17,0
5,345,0.83,0,0.66,5,4,-0.069,0.92,0.76,4.54,1.0,0.09,0
12,481,0.5,1,0.46,1,4,0.003,0.36,0.18,7.34,0.78,0.62,1
6,495,0.49,0,0.45,2,4,0.13,0.51,0.41,5.71,0.54,0.11,0
8,415,0.61,0,0.5,1,4,-0.036,0.48,0.07,1.67,0.68,0.09,0
6,562,0.71,0,0.58,5,0,0.196,0.71,0.84,0.91,0.76,0.07,0
5,420,0.12,0,0.44,4,3,0.031,0.64,0.06,1.74,0.15,0.18,1
3,157,0.48,0,0.49,3,1,-0.018,0.88,0.3,6.35,0.57,0.18,0
15,357,0.99,0,0.57,4,4,0.062,0.13,0.29,2.95,1.0,0.0,0
2,293,0.87,0,0.46,2,2,0.058,0.32,0.38,3.05,0.94,0.13,1
7,373,0.85,0,0.5,5,1,-0.046,0.07,0.02,5.77,0.9,0.09,0
11,430,0.87,1,0.63,5,4,0.272,0.62,0.45,3.39,1.0,0.55,1
10,515,0.85,0,0.52,4,2,0.064,0.55,0.37,7.83,0.92,0.14,0
12,86,0.18,1,0.56,2,3,0.107,0.52,0.61,1.96,0.4,0.76,1
9,598,0.35,0,0.58,2,4,0.211,0.47,0.51,3.75,0.37,0.08,0
5,176,0.08,0,0.43,5,2,0.191,0.56,0.06,3.79,0.36,0.01,0
10,32,0.32,0,0.35,4,0,0.241,0.28,0.13,2.25,0.34,0.15,0
12,159,0.68,0,0.49,1,2,0.213,0.24,0.18,4.22,0.79,0.2,0
14,162,0.85,0,0.56,3,3,-0.005,0.44,0.64,1.69,1.0,0.01,0
1,176,0.49,0,0.44,1,0,0.052,0.71,0.47,1.16,0.63,0.06,0
6,547,0.7,1,0.71,4,5,0.042,0.84,0.61,5.22,0.71,0.49,1
10,405,0.49,0,0.58,1,5,0.169,0.77,0.52,5.42,0.69,0.11,0
1,426,0.14,1,0.43,1,1,-0.012,0.28,0.19,0.19,0.17,0.96,0
10,129,0.72,0,0.54,4,1,0.05,0.76,0.65,6.43,0.76,0.14,0
15,82,0.66,0,0.58,2,3,0.177,0.67,0.77,2.06,0.94,0.16,1
1,269,0.96,0,0.54,1,0,0.097,0.93,0.61,1.43,1.0,0.03,1
11,113,0.92,0,0.37,0,0,-0.071,0.57,0.25,3.57,1.0,0.13,1
7,277,0.19,0,0.6,3,4,-0.099,0.71,0.77,3.83,0.29,0.16,0
1,398,0.96,0,0.54,1,0,0.127,0.94,0.36,5.45,1.0,0.13,1
9,353,0.13,0,0.55,2,5,-0.019,0.55,0.97,5.29,0.27,0.08,0
8,91,0.89,0,0.55,1,1,-0.086,0.03,1.0,1.91,1.0,0.16,0
14,465,0.97,1,0.69,2,0,0.035,0.72,0.41,1.69,0.97,0.67,0
9,157,0.75,0,0.37,0,0,0.194,0.49,0.02,7.26,0.82,0.05,1
11,56,0.91,0,0.43,0,3,0.144,0.84,0.06,6.54,1.0,0.12,1
4,441,0.37,0,0.49,3,2,-0.052,0.68,0.55,2.57,0.62,0.12,1
3,430,0.21,0,0.33,1,3,-0.003,0.58,0.13,6.33,0.32,0.08,0
2,11,0.06,0,0.29,2,2,0.137,0.28,0.69,6.34,0.34,0.03,0
8,426,0.28,1,0.61,5,0,0.139,0.72,0.61,0.7,0.33,0.59,1
9,102,0.64,0,0.6,4,4,-0.012,0.77,0.66,2.21,0.9,0.16,0
8,514,0.22,0,0.34,0,0,0.158,0.29,0.43,2.67,0.42,0.02,0
3,34,0.51,0,0.29,1,3,0.137,0.33,0.2,5.41,0.54,0.16,1
12,427,0.88,0,0.59,1,0,0.088,0.48,0.89,1.16,0.99,0.04,0
4,372,0.98,1,0.4,1,0,0.177,0.06,0.14,6.81,1.0,0.42,0
10,165,0.8,0,0.46,4,1,0.131,0.55,0.23,3.29,0.99,0.17,0
8,290,0.06,0,0.51,1,1,0.031,0.58,0.89,4.73,0.19,0.18,1
8,521,0.08,0,0.52,3,5,0.229,0.45,0.24,4.47,0.24,0.15,1
5,249,0.67,0,0.57,3,5,0.022,0.7,0.86,5.98,0.7,0.09,0
3,384,0.65,0,0.48,0,0,0.054,0.69,0.53,2.37,0.86,0.19,0
13,87,0.64,0,0.56,0,4,0.278,0.67,0.89,0.89,0.74,0.12,1
9,73,0.58,0,0.43,1,2,-0.005,0.11,0.48,7.51,0.81,0.04,0
6,278,0.53,0,0.47,0,0,0.049,0.45,0.5,6.64,0.66,0.11,0
8,381,0.81,0,0.38,0,1,0.257,0.46,0.08,7.18,1.0,0.02,0
8,159,0.88,0,0.6,5,0,0.017,0.97,0.54,1.06,1.0,0.09,1
2,27,0.88,0,0.46,2,2,0.034,0.58,0.66,6.29,0.95,0.13,0
8,316,0.59,0,0.44,2,1,0.216,0.23,0.37,2.31,0.86,0.07,1
15,169,0.73,0,0.49,1,5,0.177,0.67,0.15,1.9,0.82,0.11,0
4,580,0.72,0,0.48,2,1,0.049,0.54,0.16,2.41,0.92,0.19,0
15,332,0.2,0,0.58,4,4,0.033,0.71,0.47,2.32,0.49,0.03,0
8,351,0.7,0,0.33,0,1,0.171,0.12,0.02,4.94,0.92,0.07,0
4,544,0.26,0,0.44,2,1,-0.091,0.54,0.45,5.37,0.54,0.08,0
9,62,0.91,1,0.6,1,5,0.242,0.37,0.37,2.28,1.0,0.98,1
12,459,0.75,0,0.69,3,2,-0.034,0.73,0.9,5.83,0.87,0.17,1
5,491,0.99,0,0.51,2,0,0.273,0.59,0.38,0.05,1.0,0.08,0
13,145,0.24,0,0.45,2,4,0.096,0.82,0.3,4.68,0.49,0.15,0
3,273,0.34,1,0.44,3,0,0.162,0.89,0.42,3.94,0.53,0.47,1
2,375,0.6,0,0.52,1,2,0.174,0.97,0.82,2.99,0.77,0.0,0
3,332,0.49,0,0.49,2,1,-0.079,0.36,0.64,7.64,0.7,0.06,1
4,192,0.78,0,0.53,1,4,0.029,0.32,0.84,6.4,0.96,0.14,0
6,152,0.06,0,0.43,2,3,0.065,0.92,0.16,1.74,0.22,0.17,0
12,543,0.85,0,0.58,5,0,0.067,0.92,0.12,1.05,1.0,0.07,0
8,540,0.78,0,0.5,5,2,-0.088,0.81,0.22,6.85,0.88,0.05,1
2,440,0.71,0,0.37,0,0,0.21,0.76,0.04,0.86,0.95,0.12,0
1,72,0.34,0,0.42,0,0,0.268,0.21,0.9,1.48,0.34,0.02,0
10,361,0.38,0,0.45,5,4,-0.003,0.57,0.1,4.63,0.64,0.04,0
15,555,0.05,0,0.53,1,4,0.241,0.47,0.7,1.48,0.27,0.04,0
4,531,0.27,0,0.4,2,0,0.086,0.52,0.5,2.89,0.3,0.14,0
7,295,0.48,0,0.62,5,3,-0.01,0.41,0.98,3.42,0.7,0.19,1
11,508,0.69,0,0.63,4,5,0.171,0.12,0.39,5.56,0.81,0.19,1
4,351,0.24,1,0.51,3,0,-0.007,0.42,0.5,6.12,0.49,0.49,0
7,369,0.5,1,0.58,3,3,0.105,0.15,0.45,0.98,0.68,0.46,1
12,59,0.84,1,0.47,0,1,0.053,0.68,0.15,4.98,0.99,0.76,0
8,211,0.33,0,0.49,4,2,0.117,0.81,0.54,0.14,0.48,0.18,0
14,390,0.47,0,0.63,1,4,0.164,0.78,0.88,1.31,0.48,0.06,0
10,507,0.68,0,0.64,4,3,0.09,0.85,0.51,3.13,0.89,0.19,0
5,333,0.11,0,0.33,1,2,0.04,0.74,0.03,7.13,0.29,0.02,0
6,62,0.68,0,0.4,5,2,0.137,0.91,0.07,2.44,0.75,0.0,0
14,437,0.59,0,0.68,2,0,0.178,0.59,0.99,3.02,0.86,0.11,1
11,215,0.37,0,0.62,5,2,-0.033,0.3,0.97,1.61,0.52,0.17,0
1,309,1.0,1,0.49,0,0,0.187,0.58,0.59,2.19,1.0,0.63,0
11,314,0.53,0,0.46,5,4,0.025,0.41,0.25,4.12,0.62,0.04,0
14,196,0.6,0,0.61,5,3,0.007,0.64,0.81,6.82,0.66,0.15,1
8,156,0.28,0,0.59,2,3,0.064,0.86,0.91,5.07,0.5,0.16,1
10,246,0.44,1,0.49,1,0,-0.002,0.83,0.46,4.48,0.47,0.75,1
3,34,0.3,0,0.29,1,0,0.286,0.49,0.02,6.88,0.54,0.12,0
7,377,0.69,0,0.57,3,5,0.237,0.24,0.57,4.0,0.96,0.13,0
9,262,0.52,1,0.59,4,0,0.209,0.31,0.83,5.9,0.55,0.47,1
3,224,0.97,1,0.69,2,0,0.096,0.37,0.95,2.53,1.0,0.78,0
15,153,0.39,0,0.45,2,0,0.158,0.91,0.03,5.92,0.6,0.18,0
7,321,0.66,0,0.55,5,0,0.114,0.24,0.44,0.06,0.87,0.06,0
5,220,0.87,0,0.66,3,5,0.027,0.81,0.64,6.31,0.92,0.16,0
7,345,0.73,0,0.47,0,1,0.179,0.51,0.35,4.82,0.99,0.07,0
11,193,0.65,1,0.57,1,0,0.06,0.63,0.31,0.66,0.89,0.66,0
13,138,0.85,1,0.54,2,3,0.091,0.74,0.26,5.5,1.0,0.44,1
15,391,0.95,0,0.65,1,0,0.279,0.92,0.65,5.01,1.0,0.04,1
7,444,0.62,0,0.48,2,1,0.279,0.12,0.72,3.48,0.66,0.1,1
14,277,0.32,0,0.61,1,3,0.243,0.6,1.0,2.26,0.47,0.08,1
5,273,0.27,0,0.33,1,2,0.133,0.65,0.09,3.75,0.41,0.08,0
7,267,0.12,0,0.43,0,2,0.272,0.47,0.35,4.85,0.29,0.14,1
9,395,0.34,0,0.57,2,1,0.287,0.56,0.58,2.08,0.46,0.19,1
6,548,0.46,0,0.62,2,0,0.291,0.5,0.97,2.25,0.54,0.06,0
13,275,0.54,1,0.63,1,2,0.195,0.49,0.95,4.45,0.67,0.86,1
4,192,0.08,0,0.46,3,3,-0.054,0.9,0.49,3.53,0.16,0.1,0
14,156,0.17,0,0.61,2,1,0.234,0.75,0.82,4.51,0.2,0.04,1
13,589,0.22,0,0.46,1,3,0.171,0.89,0.03,5.45,0.5,0.08,0
14,336,0.2,0,0.61,5,5,0.092,0.63,0.27,5.26,0.22,0.13,0
12,587,0.17,0,0.39,5,2,0.029,0.06,0.07,7.62,0.43,0.08,0
14,413,0.13,0,0.53,1,3,0.212,0.28,0.75,5.23,0.39,0.1,0
5,139,0.39,0,0.41,2,4,-0.02,0.45,0.39,2.15,0.42,0.02,0
3,449,0.65,0,0.51,2,3,0.171,0.65,0.71,7.45,0.68,0.13,0
2,494,0.34,1,0.47,2,1,0.237,0.52,0.3,0.38,0.64,0.66,1
8,587,0.82,0,0.55,4,0,0.207,0.02,0.74,3.7,0.93,0.01,0
6,470,0.77,0,0.51,2,2,0.287,0.87,0.19,1.48,0.9,0.05,0
1,10,0.43,0,0.51,1,1,0.177,0.87,0.97,4.82,0.43,0.12,1
11,409,0.81,0,0.55,1,0,-0.024,0.82,0.7,1.51,0.84,0.1,1
14,556,0.23,0,0.43,3,1,0.09,0.02,0.17,1.22,0.32,0.19,0
10,253,0.24,1,0.6,3,0,0.034,0.1,0.85,3.45,0.41,0.82,1
5,42,0.51,0,0.53,4,5,0.145,0.68,0.82,3.9,0.66,0.11,1
2,279,0.9,0,0.42,1,0,0.098,0.94,0.35,5.58,1.0,0.06,0
4,524,0.26,1,0.53,2,4,0.241,0.72,0.47,7.07,0.53,0.57,0
11,373,0.81,1,0.52,1,4,-0.017,0.69,0.09,3.86,1.0,0.41,0
8,315,0.27,0,0.35,0,2,0.252,0.36,0.16,6.62,0.44,0.16,1
4,128,0.58,0,0.43,2,2,0.208,0.77,0.56,7.17,0.73,0.12,1
8,473,0.96,0,0.44,0,4,0.144,0.86,0.1,4.5,1.0,0.03,0
6,165,0.74,0,0.52,4,3,0.193,0.1,0.65,2.68,0.95,0.17,0
13,11,0.28,0,0.32,2,2,0.102,0.09,0.37,6.04,0.52,0.13,0
7,238,0.18,0,0.54,3,3,0.281,0.52,0.68,7.55,0.31,0.15,0
2,91,0.37,0,0.48,0,1,-0.075,0.76,0.66,5.13,0.49,0.2,0
15,537,0.97,0,0.73,5,5,0.121,0.3,0.74,7.27,1.0,0.18,1
7,461,0.66,0,0.62,4,4,0.161,0.7,0.89,6.25,0.93,0.18,0
7,134,0.54,1,0.47,1,0,0.105,0.31,0.34,5.09,0.7,0.92,1
14,316,0.74,0,0.58,0,5,-0.076,0.37,0.63,2.84,1.0,0.19,0
1,469,0.37,0,0.52,0,1,0.02,0.67,0.82,4.58,0.44,0.08,1
9,202,0.83,0,0.37,0,1,0.185,0.83,0.08,0.5,0.94,0.04,0
7,577,0.54,0,0.56,2,4,0.1,0.42,0.44,7.45,0.66,0.19,1
3,501,0.73,0,0.32,0,1,0.082,0.03,0.16,4.47,0.77,0.17,0
5,46,0.55,0,0.51,2,2,0.021,0.49,0.79,1.14,0.59,0.01,0
4,192,0.83,0,0.53,0,4,0.039,0.87,0.42,4.58,0.98,0.18,0
12,140,0.77,0,0.55,3,3,0.167,0.15,0.73,0.71,0.92,0.12,0
6,558,0.09,1,0.47,3,5,0.011,0.09,0.17,0.2,0.29,0.52,0
2,202,0.96,0,0.41,0,2,0.109,0.75,0.5,0.15,1.0,0.04,0
4,598,0.47,0,0.59,4,2,0.061,0.04,0.86,0.19,0.71,0.08,0
5,98,0.16,0,0.29,1,2,-0.042,0.26,0.09,2.45,0.19,0.03,0
1,64,0.33,0,0.41,0,1,0.257,0.26,0.94,7.2,0.36,0.05,1
9,521,0.42,0,0.53,0,2,0.086,0.41,0.48,3.26,0.45,0.05,0
4,573,0.67,0,0.53,4,3,0.078,0.85,0.5,6.26,0.71,0.11,0
7,573,0.48,0,0.52,3,4,0.016,0.97,0.0,7.47,0.48,0.12,0
6,222,0.61,0,0.48,0,1,0.196,0.56,0.3,3.16,0.76,0.15,0
4,521,0.96,1,0.6,2,2,0.292,0.71,0.27,5.3,1.0,0.45,1
15,141,0.66,0,0.53,3,0,0.261,0.67,0.41,7.16,0.66,0.15,0
11,84,0.56,0,0.6,5,3,0.169,0.35,0.81,6.62,0.83,0.04,0
1,132,0.49,0,0.31,1,0,-0.011,0.02,0.28,7.37,0.77,0.02,0
12,231,0.27,0,0.59,2,0,0.012,0.9,0.71,1.67,0.42,0.08,0
8,179,0.57,0,0.46,4,5,0.173,0.57,0.07,1.03,0.77,0.05,0
9,285,0.23,0,0.56,5,5,0.113,0.25,0.56,3.63,0.43,0.13,0
6,447,0.85,0,0.58,0,5,0.107,0.5,0.52,0.35,0.97,0.01,0
6,10,0.42,1,0.42,4,0,0.296,0.23,0.69,7.66,0.52,0.42,0
2,33,0.51,0,0.37,2,2,0.274,0.84,0.25,3.79,0.75,0.16,1
2,454,0.78,0,0.3,2,0,-0.066,0.06,0.03,2.51,0.97,0.16,0
1,313,0.63,0,0.42,0,0,0.124,0.29,0.38,0.77,0.76,0.17,0
8,398,0.49,0,0.55,4,4,-0.059,0.65,0.68,0.21,0.62,0.12,1
12,74,0.61,0,0.49,4,1,0.155,0.26,0.42,5.8,0.86,0.05,1
5,451,0.54,0,0.48,2,2,0.133,0.54,0.15,3.76,0.74,0.06,0
11,153,0.1,0,0.37,4,0,0.069,0.2,0.2,7.27,0.25,0.04,0
8,344,0.86,0,0.4,2,4,0.02,0.33,0.1,7.01,1.0,0.04,0
4,482,0.64,0,0.52,2,3,-0.018,0.18,0.99,2.9,0.71,0.01,0
4,373,0.09,0,0.43,1,2,-0.03,0.89,0.72,2.72,0.1,0.04,0
15,108,0.07,0,0.58,3,5,0.215,0.11,0.94,2.44,0.27,0.16,0
13,449,0.88,0,0.49,1,1,0.218,0.19,0.38,2.99,0.9,0.2,1
10,198,0.86,1,0.53,1,2,-0.001,0.63,0.28,1.01,0.95,0.92,1
8,71,0.21,0,0.47,5,4,0.05,0.52,0.18,5.7,0.33,0.1,0
10,415,0.66,0,0.57,5,0,-0.017,0.89,0.45,1.88,0.9,0.09,1
14,388,0.29,0,0.5,0,2,0.078,0.35,0.58,3.72,0.32,0.09,0
13,514,0.35,1,0.52,1,3,-0.006,0.65,0.36,0.66,0.46,0.68,1
4,105,0.16,0,0.38,4,1,0.034,0.68,0.25,5.96,0.27,0.04,1
14,561,0.92,0,0.61,2,2,0.229,0.78,0.4,3.25,0.92,0.0,0
3,412,0.27,0,0.45,1,3,-0.007,0.59,0.55,3.75,0.49,0.16,1
13,432,0.25,0,0.51,4,0,0.05,0.58,0.13,7.55,0.38,0.16,0
7,440,0.7,1,0.76,5,4,0.02,0.59,0.57,0.26,0.82,0.98,1
13,592,0.87,0,0.52,1,3,-0.075,0.39,0.47,2.63,1.0,0.18,1
9,186,0.08,0,0.44,3,0,-0.025,0.07,0.96,2.27,0.29,0.13,1
9,16,0.21,0,0.44,3,3,-0.037,0.11,0.54,3.83,0.47,0.19,1
4,322,0.46,0,0.46,3,1,0.141,0.94,0.59,4.02,0.67,0.06,1
2,413,0.62,0,0.48,1,2,0.252,0.46,0.58,5.9,0.69,0.18,0
12,309,0.42,0,0.54,1,3,-0.0,0.9,0.73,3.66,0.67,0.14,0
1,250,0.89,0,0.37,1,0,0.179,0.72,0.22,3.95,0.94,0.2,1
13,338,0.44,1,0.56,1,4,-0.082,0.03,0.64,5.4,0.49,0.54,1
1,15,0.29,0,0.29,0,1,0.168,0.46,0.46,0.66,0.5,0.14,0
5,170,0.21,0,0.35,0,1,0.018,0.53,0.39,0.62,0.22,0.05,0
12,40,0.9,0,0.52,3,5,-0.081,0.63,0.52,5.3,1.0,0.08,1
1,54,0.78,0,0.28,0,1,0.264,0.2,0.02,0.22,1.0,0.16,1
15,103,0.81,0,0.42,1,5,-0.033,0.42,0.11,2.62,1.0,0.04,0
7,128,0.27,0,0.31,2,1,-0.094,0.65,0.01,1.7,0.3,0.13,0
1,73,0.89,0,0.57,1,0,0.185,0.79,0.92,4.55,1.0,0.12,0
11,141,0.37,0,0.46,5,2,0.291,0.67,0.07,0.14,0.56,0.08,0
10,18,0.27,0,0.28,0,2,-0.005,0.43,0.24,0.64,0.45,0.1,0
11,43,0.28,0,0.4,3,5,0.251,0.13,0.32,6.3,0.5,0.16,0
13,29,0.27,1,0.55,2,1,-0.018,0.05,0.92,7.91,0.49,0.8,1
6,192,0.47,0,0.52,3,0,0.281,0.05,0.99,7.51,0.47,0.03,0
4,246,0.53,1,0.56,3,2,-0.034,0.2,0.42,4.85,0.66,0.7,1
14,497,0.13,0,0.51,3,3,-0.033,0.44,0.51,5.88,0.42,0.0,0
13,312,0.62,0,0.51,5,1,0.003,0.46,0.45,3.0,0.67,0.01,0
3,199,0.05,1,0.49,2,3,0.062,0.42,0.39,5.94,0.31,0.52,1
15,44,0.99,0,0.49,4,1,-0.022,0.44,0.26,7.3,1.0,0.1,0
12,64,0.67,0,0.56,5,1,-0.003,0.03,0.81,5.05,0.95,0.14,0
8,155,0.29,0,0.58,5,1,-0.095,0.77,0.64,7.34,0.47,0.12,0
4,438,0.21,0,0.42,2,4,0.287,0.66,0.38,2.46,0.34,0.17,0
13,357,0.82,1,0.72,1,5,0.059,0.31,0.99,6.53,0.9,0.35,1
11,300,0.75,0,0.41,2,1,0.182,0.2,0.18,7.59,0.8,0.16,1
3,201,0.3,0,0.51,3,3,0.151,0.62,0.87,1.33,0.57,0.08,1
10,245,0.5,1,0.45,0,0,-0.076,0.75,0.01,4.66,0.7,0.45,0
9,277,0.94,0,0.62,2,4,0.072,0.37,0.89,8.0,1.0,0.13,1
6,343,0.82,0,0.57,5,3,0.19,0.89,0.14,4.82,0.82,0.19,0
8,491,0.54,0,0.44,0,5,0.283,0.81,0.02,2.88,0.74,0.07,0
7,88,0.38,0,0.55,3,5,0.243,0.91,0.73,2.35,0.66,0.03,0
14,521,0.08,0,0.63,0,2,0.233,1.0,0.99,3.73,0.23,0.1,1
3,96,0.15,0,0.37,0,1,0.272,0.33,0.38,2.24,0.45,0.13,0
11,144,0.93,0,0.44,3,0,0.218,0.33,0.22,4.61,1.0,0.13,0
12,395,0.67,0,0.48,3,1,-0.011,0.12,0.09,0.71,0.91,0.19,0
6,135,0.86,0,0.56,4,5,-0.099,0.06,0.54,6.78,1.0,0.15,0
3,537,0.68,0,0.47,0,3,-0.096,0.85,0.32,6.53,0.86,0.1,0
3,40,0.62,0,0.38,0,2,0.299,0.71,0.48,6.63,0.71,0.14,0
6,161,0.84,0,0.62,5,1,0.18,0.05,0.87,1.43,0.9,0.08,0
14,168,0.99,0,0.68,2,3,0.171,0.99,0.76,3.13,1.0,0.06,1
14,566,0.42,0,0.54,4,0,0.24,0.71,0.46,1.31,0.46,0.14,1
4,205,0.75,0,0.52,4,0,0.171,0.99,0.15,7.6,0.75,0.17,1
8,188,0.95,0,0.48,4,5,0.035,0.43,0.15,5.78,0.99,0.02,0
10,181,0.67,0,0.66,5,5,0.163,0.78,0.86,5.2,0.78,0.13,1
